subject_id,left_hippo_volume,right_hippo_volume,total_hippo_volume,left_hippo_voxels,right_hippo_voxels,total_hippo_voxels,voxel_volume,intensity_mean,intensity_median,intensity_std,intensity_min,intensity_max,bayesian_prob_mean,bayesian_prob_std,asymmetry_ratio
OAS1_0379_MR1,3906.0,4033.0,7939.0,3906,4033,7939,1.0,71.06638115631692,70.0,8.639364654375115,39.0,107.0,0.7053205491082986,0.2733235421011442,0.015996976949237938
OAS1_0377_MR1,3617.0,3693.0,7310.0,3617,3693,7310,1.0,70.30232558139535,70.0,9.407013860750375,29.0,114.0,0.7183378620289637,0.2749767402553691,0.01039671682626539
OAS1_0075_MR1,2712.0,2638.0,5350.0,2712,2638,5350,1.0,70.92224299065421,72.0,10.011728198021009,26.0,100.0,0.7287665596801328,0.2858078379620243,0.013831775700934579
OAS1_0270_MR1,2772.0,3220.0,5992.0,2772,3220,5992,1.0,67.6101468624833,68.0,9.918840407956543,23.0,103.0,0.731779299848685,0.289741371142257,0.07476635514018691
OAS1_0138_MR1,4128.0,4385.0,8513.0,4128,4385,8513,1.0,67.86596969341008,68.0,11.149803142491528,21.0,106.0,0.7310568742195461,0.28521039863129577,0.030189122518501116
OAS1_0448_MR1,4227.0,4237.0,8464.0,4227,4237,8464,1.0,69.64603024574669,69.0,8.140306627610764,36.0,121.0,0.7285992473303334,0.2755727685825938,0.0011814744801512287
OAS1_0395_MR1,3970.0,3924.0,7894.0,3970,3924,7894,1.0,66.76817836331391,66.0,8.66439094419548,23.0,106.0,0.7221108149927902,0.2819612481732879,0.005827210539650367
OAS1_0159_MR1,3610.0,3598.0,7208.0,3610,3598,7208,1.0,70.8619589345172,70.0,8.297747587779474,39.0,106.0,0.7170066921569156,0.2803655023509817,0.001664816870144284
OAS1_0344_MR1,3997.0,3855.0,7852.0,3997,3855,7852,1.0,68.22669383596536,67.0,8.512527738499541,27.0,125.0,0.7269748564611471,0.27983071273622634,0.018084564442180335
OAS1_0292_MR1,3549.0,3364.0,6913.0,3549,3364,6913,1.0,68.50065094749023,68.0,8.228723047006692,34.0,101.0,0.7257425631872285,0.28438097342450525,0.02676117459858238
OAS1_0259_MR1,4041.0,4032.0,8073.0,4041,4032,8073,1.0,68.80688715471324,68.0,9.652220378769421,30.0,109.0,0.7144963571987899,0.27862331090896714,0.0011148272017837235
OAS1_0262_MR1,3539.0,3503.0,7042.0,3539,3503,7042,1.0,68.09287134336836,68.0,9.984177073779808,15.0,120.0,0.7292055754576523,0.2781969436980501,0.005112184038625391
OAS1_0301_MR1,3870.0,3996.0,7866.0,3870,3996,7866,1.0,66.41800152555301,66.0,10.449907213263918,27.0,101.0,0.7098557111163485,0.28005095128108926,0.016018306636155607
OAS1_0247_MR1,3011.0,3132.0,6143.0,3011,3132,6143,1.0,68.94562917141462,69.0,11.08913349532932,17.0,110.0,0.7375240668973937,0.27773175198614003,0.01969721634380596
OAS1_0046_MR1,3238.0,4037.0,7275.0,3238,4037,7275,1.0,68.78171821305843,69.0,9.910758973938195,21.0,106.0,0.727787975071067,0.2814975394545253,0.10982817869415808
OAS1_0350_MR1,3912.0,3847.0,7759.0,3912,3847,7759,1.0,67.23353524938781,66.0,8.185808073251122,31.0,102.0,0.7347460019834474,0.2795984188768782,0.008377368217553808
OAS1_0361_MR1,3860.0,3968.0,7828.0,3860,3968,7828,1.0,67.60845682166581,67.0,8.377425747576527,34.0,103.0,0.7236352622171277,0.2806330364017001,0.013796627491057742
OAS1_0097_MR1,3818.0,3838.0,7656.0,3818,3838,7656,1.0,67.57379832810868,67.0,9.137263834397645,24.0,115.0,0.7180371790281994,0.2759654600644923,0.002612330198537095
OAS1_0035_MR1,2960.0,3052.0,6012.0,2960,3052,6012,1.0,69.80023286759814,70.0,8.579779797267044,27.0,97.0,0.7240164789252042,0.2822161270441082,0.015302727877578177
OAS1_0399_MR1,3461.0,2836.0,6297.0,3461,2836,6297,1.0,65.43099888835954,66.0,10.78552271523764,15.0,99.0,0.7302564977040518,0.2842954670885338,0.09925361283150706
OAS1_0033_MR1,3121.0,3658.0,6779.0,3121,3658,6779,1.0,70.00103260067857,71.0,10.496460763680048,27.0,98.0,0.7309058967075034,0.2883945035576284,0.07921522348428972
OAS1_0056_MR1,2437.0,2719.0,5156.0,2437,2719,5156,1.0,64.78277734678045,66.0,10.744680523300255,21.0,101.0,0.7318890509625764,0.2884852242451506,0.054693560899922423
OAS1_0449_MR1,3440.0,3178.0,6618.0,3440,3178,6618,1.0,70.01541251133273,70.0,8.877362185468842,34.0,122.0,0.7361503540502773,0.28596325543433776,0.0395889996977939
OAS1_0236_MR1,3984.0,3924.0,7908.0,3984,3924,7908,1.0,69.7692210419828,69.0,8.005797630515094,38.0,101.0,0.719283557620607,0.2784501967829234,0.007587253414264037
OAS1_0104_MR1,3928.0,3866.0,7794.0,3928,3866,7794,1.0,64.93918398768284,64.0,9.05689521513425,28.0,119.0,0.7251224792043313,0.27938211124879797,0.007954837054144213
OAS1_0434_MR1,3375.0,3608.0,6983.0,3375,3608,6983,1.0,69.09823857940714,68.0,9.276911792998966,31.0,123.0,0.7135919646973194,0.2693316042538077,0.03336674781612487
OAS1_0174_MR1,4011.0,4050.0,8061.0,4011,4050,8061,1.0,67.60712070462722,67.0,8.280775218392032,39.0,101.0,0.714780851805739,0.27622572960537933,0.004838109415705247
OAS1_0316_MR1,2447.0,2392.0,4839.0,2447,2392,4839,1.0,66.1616036371151,68.0,11.42429393126846,20.0,98.0,0.7353516560595941,0.27839997950419876,0.01136598470758421
OAS1_0304_MR1,3372.0,3285.0,6657.0,3372,3285,6657,1.0,66.13549646988133,67.0,10.914953725927647,21.0,105.0,0.7276721575211522,0.289463012959038,0.013068949977467327
OAS1_0127_MR1,4136.0,4402.0,8538.0,4136,4402,8538,1.0,67.7978449285547,67.0,9.005419104226082,31.0,110.0,0.7110055059218673,0.2752260438241184,0.031154837198407122
OAS1_0052_MR1,3107.0,3464.0,6571.0,3107,3464,6571,1.0,69.7595495358393,71.0,9.308213467942632,26.0,95.0,0.7276608686622255,0.28641676483967293,0.05432963019327348
OAS1_0189_MR1,4387.0,4531.0,8918.0,4387,4531,8918,1.0,68.48418928010764,68.0,8.422231542432813,28.0,107.0,0.7164550100452228,0.27653957946154706,0.016147118187934514
OAS1_0034_MR1,4150.0,4235.0,8385.0,4150,4235,8385,1.0,68.22587954680978,67.0,9.27162613457259,28.0,117.0,0.7166069683193318,0.27284885128283737,0.010137149672033392
OAS1_0363_MR1,2992.0,3819.0,6811.0,2992,3819,6811,1.0,67.93025987373366,68.0,9.894598493527507,28.0,103.0,0.7206976108266862,0.28382639310793656,0.12142123036264865
OAS1_0029_MR1,4775.0,4903.0,9678.0,4775,4903,9678,1.0,69.07604877040711,69.0,9.35312179885794,19.0,122.0,0.7111661099489947,0.273150981072457,0.01322587311427981
OAS1_0300_MR1,3943.0,3896.0,7839.0,3943,3896,7839,1.0,67.44329633881873,67.0,10.206857471030617,22.0,108.0,0.7230176543697098,0.2833170389332149,0.0059956627120806225
OAS1_0126_MR1,4113.0,4311.0,8424.0,4113,4311,8424,1.0,68.84781576448243,68.0,9.503453786944364,29.0,129.0,0.7265477864580799,0.27415729294254126,0.023504273504273504
OAS1_0401_MR1,3856.0,4085.0,7941.0,3856,4085,7941,1.0,73.0488603450447,72.0,8.889158093934157,33.0,118.0,0.7173802133114187,0.27419167309228254,0.028837677874323134
OAS1_0261_MR1,3856.0,3970.0,7826.0,3856,3970,7826,1.0,69.33273703041145,69.0,8.706119593204203,34.0,98.0,0.7172989198223004,0.2817135370282581,0.014566828520316892
OAS1_0381_MR1,4505.0,4558.0,9063.0,4505,4558,9063,1.0,69.04049431755489,68.0,9.518289267735778,26.0,108.0,0.7138495876415676,0.27746273050627374,0.005847953216374269
OAS1_0437_MR1,4053.0,3965.0,8018.0,4053,3965,8018,1.0,71.63581940633574,71.0,8.333999585903662,34.0,135.0,0.7201437999303674,0.2678443488419071,0.010975305562484411
OAS1_0135_MR1,4096.0,4267.0,8363.0,4096,4267,8363,1.0,70.48881980150664,70.0,8.868036916803804,27.0,109.0,0.7232030759711927,0.2834459348891254,0.020447207939734546
OAS1_0418_MR1,3948.0,4076.0,8024.0,3948,4076,8024,1.0,67.61752243270189,67.0,10.254799573874871,24.0,106.0,0.7131159903029175,0.2797666458462323,0.015952143569292122
OAS1_0307_MR1,2659.0,2944.0,5603.0,2659,2944,5603,1.0,64.98911297519186,65.0,11.187340311244734,26.0,96.0,0.7243958068532631,0.28851956049511585,0.050865607710155275
OAS1_0435_MR1,5095.0,5218.0,10313.0,5095,5218,10313,1.0,70.18568796664404,69.0,9.543093315812943,29.0,148.0,0.7252935764272965,0.27621894293703464,0.01192669446329875
OAS1_0339_MR1,2492.0,2691.0,5183.0,2492,2691,5183,1.0,67.27628786417132,69.0,11.014858116225033,21.0,100.0,0.7213085415024794,0.2769992728822607,0.038394752074088365
OAS1_0205_MR1,3447.0,3051.0,6498.0,3447,3051,6498,1.0,70.44936903662665,71.0,10.012963607194026,22.0,106.0,0.7299530532400149,0.2846578374168641,0.060941828254847646
OAS1_0047_MR1,4370.0,4166.0,8536.0,4370,4166,8536,1.0,69.54217432052484,69.0,9.137479701267434,33.0,111.0,0.7196659916499565,0.28414351277790123,0.023898781630740395
OAS1_0188_MR1,3978.0,4347.0,8325.0,3978,4347,8325,1.0,67.93321321321321,67.0,9.732820340341384,21.0,114.0,0.7230250739528374,0.2789760201202631,0.04432432432432432
OAS1_0284_MR1,3793.0,3822.0,7615.0,3793,3822,7615,1.0,69.30295469468155,69.0,10.593485798747698,25.0,104.0,0.7238201380492272,0.285892008971734,0.003808273145108339
OAS1_0400_MR1,4122.0,3981.0,8103.0,4122,3981,8103,1.0,68.00271504381094,69.0,11.287421834868749,23.0,102.0,0.7334432401013149,0.291993190418396,0.01740096260644206
OAS1_0077_MR1,3807.0,4139.0,7946.0,3807,4139,7946,1.0,68.58520010067959,68.0,9.269389033783861,28.0,116.0,0.7213131238462746,0.27500359327071516,0.04178202869368235
OAS1_0452_MR1,3847.0,3903.0,7750.0,3847,3903,7750,1.0,68.15329032258065,69.0,10.57384412105446,19.0,100.0,0.7269771258416605,0.28354604171047104,0.007225806451612903
OAS1_0432_MR1,3206.0,3043.0,6249.0,3206,3043,6249,1.0,67.67082733237318,67.0,9.431562722671854,33.0,102.0,0.7220080592999774,0.28658893098315324,0.02608417346775484
OAS1_0179_MR1,2284.0,2306.0,4590.0,2284,2306,4590,1.0,64.559477124183,67.0,11.41148814135296,22.0,95.0,0.718441294707955,0.2843731578184481,0.004793028322440087
OAS1_0343_MR1,3983.0,3997.0,7980.0,3983,3997,7980,1.0,69.22694235588972,69.0,9.509538855659812,24.0,106.0,0.720230395316129,0.2753894819578322,0.0017543859649122807
OAS1_0440_MR1,3719.0,2854.0,6573.0,3719,2854,6573,1.0,65.96592119275826,66.0,10.194714434241735,25.0,95.0,0.7052996655483498,0.27605516488586324,0.13159896546478017
OAS1_0050_MR1,4340.0,4320.0,8660.0,4340,4320,8660,1.0,68.98949191685912,68.0,8.856750949766699,28.0,127.0,0.7186604884834198,0.27712055681484954,0.0023094688221709007
OAS1_0337_MR1,3608.0,3599.0,7207.0,3608,3599,7207,1.0,66.78895518246149,67.0,10.025512071892708,22.0,102.0,0.7276648469027055,0.2872243720087044,0.0012487859025946996
OAS1_0043_MR1,3862.0,3838.0,7700.0,3862,3838,7700,1.0,66.42064935064936,66.0,9.36784023920001,27.0,111.0,0.724373440803026,0.27555698669789175,0.003116883116883117
OAS1_0016_MR1,3498.0,3621.0,7119.0,3498,3621,7119,1.0,73.0598398651496,73.0,9.694537529136772,28.0,107.0,0.7304267368541799,0.28094884141734217,0.017277707543194267
OAS1_0070_MR1,3673.0,3797.0,7470.0,3673,3797,7470,1.0,70.67630522088353,70.0,8.69309613918732,33.0,107.0,0.7188375867013109,0.2798945914444051,0.016599732262382864
OAS1_0217_MR1,3024.0,3324.0,6348.0,3024,3324,6348,1.0,68.97195967233775,70.0,10.081356272884674,22.0,100.0,0.7258457504819815,0.2789796475035613,0.04725897920604915
OAS1_0272_MR1,2452.0,2709.0,5161.0,2452,2709,5161,1.0,67.46153846153847,68.0,10.546972973522195,24.0,102.0,0.7265568784928671,0.2881230744193092,0.0497965510559969
OAS1_0201_MR1,3107.0,3408.0,6515.0,3107,3408,6515,1.0,68.64190330007675,69.0,9.04099608404536,28.0,116.0,0.7278254827221801,0.28501284912349845,0.046201074443591714
OAS1_0051_MR1,4033.0,4272.0,8305.0,4033,4272,8305,1.0,68.45984346779049,68.0,9.764024062835967,26.0,145.0,0.7302994835092388,0.26954927442196097,0.028777844671884406
OAS1_0103_MR1,3859.0,3838.0,7697.0,3859,3838,7697,1.0,69.8748863193452,69.0,8.16457740612117,32.0,105.0,0.7248389789019976,0.2805850579925296,0.0027283357152137195
OAS1_0283_MR1,4140.0,4430.0,8570.0,4140,4430,8570,1.0,65.86942823803967,65.0,9.500935839174621,23.0,115.0,0.7238960744267826,0.2760099363637862,0.0338389731621937
OAS1_0383_MR1,3995.0,4347.0,8342.0,3995,4347,8342,1.0,68.86585950611364,68.0,8.808730336157442,32.0,101.0,0.7085301393847612,0.27975847001326576,0.04219611603931911
OAS1_0279_MR1,3645.0,3533.0,7178.0,3645,3533,7178,1.0,72.30482028420172,72.0,8.785460750195442,35.0,107.0,0.7312188866308073,0.2886986352239186,0.01560323209807746
OAS1_0020_MR1,3485.0,3445.0,6930.0,3485,3445,6930,1.0,69.79278499278499,70.0,9.014005770800404,26.0,103.0,0.7276281546839998,0.2814769160401045,0.005772005772005772
OAS1_0199_MR1,3933.0,4117.0,8050.0,3933,4117,8050,1.0,69.35987577639752,69.0,9.811353797443335,23.0,109.0,0.7177679268457443,0.2810526444909552,0.022857142857142857
OAS1_0378_MR1,4069.0,4239.0,8308.0,4069,4239,8308,1.0,70.85351468464131,70.0,8.436162667934216,36.0,103.0,0.7153385852002003,0.27752846123559477,0.020462205103514684
OAS1_0062_MR1,3523.0,3506.0,7029.0,3523,3506,7029,1.0,66.53706074832836,67.0,9.57687554078999,23.0,116.0,0.7332646578229888,0.29139070546804974,0.002418551714326362
OAS1_0330_MR1,3343.0,3312.0,6655.0,3343,3312,6655,1.0,70.63335837716004,71.0,9.782636870408846,27.0,101.0,0.7281598753593266,0.2885348315913684,0.004658151765589782
OAS1_0345_MR1,3725.0,3969.0,7694.0,3725,3969,7694,1.0,69.78749675071484,69.0,8.608997454418661,31.0,102.0,0.7215353281487717,0.2833808935156049,0.03171302313491032
OAS1_0152_MR1,4119.0,4379.0,8498.0,4119,4379,8498,1.0,69.18016003765592,69.0,8.600568480107858,28.0,114.0,0.7278794444673407,0.28229242119335735,0.030595434219816427
OAS1_0090_MR1,4948.0,5079.0,10027.0,4948,5079,10027,1.0,71.32881220704098,71.0,8.50656887279308,26.0,105.0,0.7117322332282956,0.2710880491318893,0.013064725241847014
OAS1_0453_MR1,3922.0,4037.0,7959.0,3922,4037,7959,1.0,70.48938308832768,70.0,10.639761737192218,30.0,137.0,0.7255199651253009,0.28226128931142686,0.014449051388365372
OAS1_0231_MR1,4023.0,4107.0,8130.0,4023,4107,8130,1.0,65.8969249692497,65.0,7.926194161753757,26.0,102.0,0.7289084215469163,0.28155855915248656,0.010332103321033211
OAS1_0039_MR1,3367.0,3471.0,6838.0,3367,3471,6838,1.0,67.4536414156186,67.0,10.364960577331352,24.0,115.0,0.7310430368432386,0.27963535927361555,0.015209125475285171
OAS1_0374_MR1,3341.0,3534.0,6875.0,3341,3534,6875,1.0,67.768,67.0,9.081521378351457,25.0,103.0,0.7334511176627894,0.28381277487510137,0.028072727272727274
OAS1_0230_MR1,4271.0,4281.0,8552.0,4271,4281,8552,1.0,70.88657623947614,70.0,7.949398396322699,25.0,107.0,0.7196650594044841,0.2723062906350097,0.0011693171188026192
OAS1_0108_MR1,4558.0,4714.0,9272.0,4558,4714,9272,1.0,67.45416307161346,67.0,9.162871252429182,25.0,121.0,0.7138193875386029,0.2782771097627605,0.016824849007765316
OAS1_0143_MR1,4169.0,4485.0,8654.0,4169,4485,8654,1.0,68.12387335336261,67.0,8.794978869352882,29.0,98.0,0.7196069664125789,0.2836182556697745,0.03651490640166397
OAS1_0226_MR1,3114.0,3175.0,6289.0,3114,3175,6289,1.0,66.99030052472571,68.0,11.66425152370293,19.0,97.0,0.7388210898209046,0.28911586881826395,0.00969947527428844
OAS1_0406_MR1,4017.0,3927.0,7944.0,4017,3927,7944,1.0,68.65999496475327,68.0,8.652842456558478,24.0,114.0,0.7245617626608153,0.2744870191859499,0.011329305135951661
OAS1_0002_MR1,3732.0,3928.0,7660.0,3732,3928,7660,1.0,73.68067885117493,73.0,7.972217918935357,37.0,103.0,0.7236104848692184,0.28226442540709773,0.025587467362924284
